incident_time,city,location_type,longitude,latitude,subcategory,category,gender,age,attitude,notes
2021-07-21 19:21:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:24:00,Ofakim,commercial,34.62402332961283,31.31532358017058,other,misc,female,50-69,positive,
2021-07-21 20:07:00,Ofakim,commercial,34.62402332961283,31.31532358017058,package,wrappers,female,10-19,positive,
2021-07-21 20:09:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:25:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,30-49,positive,
2021-07-21 19:26:00,Ofakim,commercial,34.62402332961283,31.31532358017058,tincan,liquid containers,male,20-29,positive,
2021-07-21 19:34:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:40:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:40:00,Ofakim,commercial,34.62402332961283,31.31532358017058,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:41:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:49:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:55:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,70 ומעלה,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:59:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,70 ומעלה,positive,
2021-07-21 20:02:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 20:02:00,Ofakim,commercial,34.62402332961283,31.31532358017058,cigarette,cigarettes,male,70 ומעלה,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 19:24:00,Ofakim,leisure,34.614823024074305,31.307494310336036,package,wrappers,male,5-9,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-21 19:25:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-21 19:25:00,Ofakim,leisure,34.614823024074305,31.307494310336036,package,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-07-21 19:44:00,Ofakim,leisure,34.614823024074305,31.307494310336036,bottle,liquid containers,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-21 19:45:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-21 20:43:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,female,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-21 20:47:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,female,5-9,positive,
2021-07-21 19:47:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,female,5-9,positive,
2021-07-21 19:51:00,Ofakim,leisure,34.614823024074305,31.307494310336036,bag,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-07-21 20:00:00,Ofakim,leisure,34.614823024074305,31.307494310336036,bag,wrappers,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-21 20:12:00,Ofakim,leisure,34.614823024074305,31.307494310336036,bottle,liquid containers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-07-21 20:29:00,Ofakim,leisure,34.614823024074305,31.307494310336036,other,misc,male,10-19,positive,
